character,text,act,scene,line_number,play
DUNCAN,"And you whose places are the nearest, know,",ACT I,SCENE IV,96620,THE TRAGEDY OF MACBETH
DUNCAN,We will establish our estate upon,ACT I,SCENE IV,96621,THE TRAGEDY OF MACBETH
DUNCAN,"Our eldest, Malcolm; whom we name hereafter",ACT I,SCENE IV,96622,THE TRAGEDY OF MACBETH
DUNCAN,The Prince of Cumberland: which honour must,ACT I,SCENE IV,96623,THE TRAGEDY OF MACBETH
DUNCAN,"Not unaccompanied invest him only,",ACT I,SCENE IV,96624,THE TRAGEDY OF MACBETH
DUNCAN,"But signs of nobleness, like stars, shall shine",ACT I,SCENE IV,96625,THE TRAGEDY OF MACBETH
DUNCAN,"On all deservers.—From hence to Inverness,",ACT I,SCENE IV,96626,THE TRAGEDY OF MACBETH
DUNCAN,And bind us further to you.,ACT I,SCENE IV,96627,THE TRAGEDY OF MACBETH
MACBETH,"The rest is labour, which is not us’d for you:",ACT I,SCENE IV,96630,THE TRAGEDY OF MACBETH
MACBETH,"I’ll be myself the harbinger, and make joyful",ACT I,SCENE IV,96631,THE TRAGEDY OF MACBETH
MACBETH,The hearing of my wife with your approach;,ACT I,SCENE IV,96632,THE TRAGEDY OF MACBETH
MACBETH,"So, humbly take my leave.",ACT I,SCENE IV,96633,THE TRAGEDY OF MACBETH
DUNCAN,My worthy Cawdor!,ACT I,SCENE IV,96636,THE TRAGEDY OF MACBETH
MACBETH,[_Aside._] The Prince of Cumberland!—That is a step,ACT I,SCENE IV,96639,THE TRAGEDY OF MACBETH
MACBETH,"On which I must fall down, or else o’erleap,",ACT I,SCENE IV,96640,THE TRAGEDY OF MACBETH
MACBETH,"For in my way it lies. Stars, hide your fires!",ACT I,SCENE IV,96641,THE TRAGEDY OF MACBETH
MACBETH,Let not light see my black and deep desires.,ACT I,SCENE IV,96642,THE TRAGEDY OF MACBETH
MACBETH,"The eye wink at the hand, yet let that be,",ACT I,SCENE IV,96643,THE TRAGEDY OF MACBETH
MACBETH,"Which the eye fears, when it is done, to see.",ACT I,SCENE IV,96644,THE TRAGEDY OF MACBETH
DUNCAN,"True, worthy Banquo! He is full so valiant;",ACT I,SCENE IV,96649,THE TRAGEDY OF MACBETH
DUNCAN,And in his commendations I am fed.,ACT I,SCENE IV,96650,THE TRAGEDY OF MACBETH
DUNCAN,"It is a banquet to me. Let’s after him,",ACT I,SCENE IV,96651,THE TRAGEDY OF MACBETH
DUNCAN,Whose care is gone before to bid us welcome:,ACT I,SCENE IV,96652,THE TRAGEDY OF MACBETH
DUNCAN,It is a peerless kinsman.,ACT I,SCENE IV,96653,THE TRAGEDY OF MACBETH
DUNCAN,"Enter Lady Macbeth, reading a letter.",ACT I,SCENE V,96659,THE TRAGEDY OF MACBETH
LADY MACBETH,“They met me in the day of success; and I have learned by the,ACT I,SCENE V,96662,THE TRAGEDY OF MACBETH
LADY MACBETH,perfect’st report they have more in them than mortal knowledge. When I,ACT I,SCENE V,96663,THE TRAGEDY OF MACBETH
LADY MACBETH,"burned in desire to question them further, they made themselves air,",ACT I,SCENE V,96664,THE TRAGEDY OF MACBETH
LADY MACBETH,"into which they vanished. Whiles I stood rapt in the wonder of it, came",ACT I,SCENE V,96665,THE TRAGEDY OF MACBETH
LADY MACBETH,"missives from the King, who all-hailed me, ‘Thane of Cawdor’; by which",ACT I,SCENE V,96666,THE TRAGEDY OF MACBETH
LADY MACBETH,"title, before, these Weird Sisters saluted me, and referred me to the",ACT I,SCENE V,96667,THE TRAGEDY OF MACBETH
LADY MACBETH,"coming on of time, with ‘Hail, king that shalt be!’ This have I thought",ACT I,SCENE V,96668,THE TRAGEDY OF MACBETH
LADY MACBETH,good to deliver thee (my dearest partner of greatness) that thou,ACT I,SCENE V,96669,THE TRAGEDY OF MACBETH
LADY MACBETH,"might’st not lose the dues of rejoicing, by being ignorant of what",ACT I,SCENE V,96670,THE TRAGEDY OF MACBETH
LADY MACBETH,"greatness is promis’d thee. Lay it to thy heart, and farewell.”",ACT I,SCENE V,96671,THE TRAGEDY OF MACBETH
LADY MACBETH,"Glamis thou art, and Cawdor; and shalt be",ACT I,SCENE V,96673,THE TRAGEDY OF MACBETH
LADY MACBETH,What thou art promis’d. Yet do I fear thy nature;,ACT I,SCENE V,96674,THE TRAGEDY OF MACBETH
LADY MACBETH,It is too full o’ th’ milk of human kindness,ACT I,SCENE V,96675,THE TRAGEDY OF MACBETH
LADY MACBETH,To catch the nearest way. Thou wouldst be great;,ACT I,SCENE V,96676,THE TRAGEDY OF MACBETH
LADY MACBETH,"Art not without ambition, but without",ACT I,SCENE V,96677,THE TRAGEDY OF MACBETH
LADY MACBETH,"The illness should attend it. What thou wouldst highly,",ACT I,SCENE V,96678,THE TRAGEDY OF MACBETH
LADY MACBETH,"That wouldst thou holily; wouldst not play false,",ACT I,SCENE V,96679,THE TRAGEDY OF MACBETH
LADY MACBETH,"And yet wouldst wrongly win. Thou’dst have, great Glamis,",ACT I,SCENE V,96680,THE TRAGEDY OF MACBETH
LADY MACBETH,"That which cries, “Thus thou must do,” if thou have it;",ACT I,SCENE V,96681,THE TRAGEDY OF MACBETH
LADY MACBETH,"And that which rather thou dost fear to do,",ACT I,SCENE V,96682,THE TRAGEDY OF MACBETH
LADY MACBETH,"Than wishest should be undone. Hie thee hither,",ACT I,SCENE V,96683,THE TRAGEDY OF MACBETH
LADY MACBETH,"That I may pour my spirits in thine ear,",ACT I,SCENE V,96684,THE TRAGEDY OF MACBETH
LADY MACBETH,And chastise with the valour of my tongue,ACT I,SCENE V,96685,THE TRAGEDY OF MACBETH
LADY MACBETH,"All that impedes thee from the golden round,",ACT I,SCENE V,96686,THE TRAGEDY OF MACBETH
LADY MACBETH,Which fate and metaphysical aid doth seem,ACT I,SCENE V,96687,THE TRAGEDY OF MACBETH
LADY MACBETH,To have thee crown’d withal.,ACT I,SCENE V,96688,THE TRAGEDY OF MACBETH
LADY MACBETH,Enter a Messenger.,ACT I,SCENE V,96690,THE TRAGEDY OF MACBETH
LADY MACBETH,What is your tidings?,ACT I,SCENE V,96692,THE TRAGEDY OF MACBETH
MESSENGER,The King comes here tonight.,ACT I,SCENE V,96695,THE TRAGEDY OF MACBETH
LADY MACBETH,Thou’rt mad to say it.,ACT I,SCENE V,96698,THE TRAGEDY OF MACBETH
LADY MACBETH,"Is not thy master with him? who, were’t so,",ACT I,SCENE V,96699,THE TRAGEDY OF MACBETH
LADY MACBETH,Would have inform’d for preparation.,ACT I,SCENE V,96700,THE TRAGEDY OF MACBETH
MESSENGER,"So please you, it is true. Our thane is coming.",ACT I,SCENE V,96703,THE TRAGEDY OF MACBETH
MESSENGER,"One of my fellows had the speed of him,",ACT I,SCENE V,96704,THE TRAGEDY OF MACBETH
MESSENGER,"Who, almost dead for breath, had scarcely more",ACT I,SCENE V,96705,THE TRAGEDY OF MACBETH
MESSENGER,Than would make up his message.,ACT I,SCENE V,96706,THE TRAGEDY OF MACBETH
LADY MACBETH,Give him tending.,ACT I,SCENE V,96709,THE TRAGEDY OF MACBETH
LADY MACBETH,He brings great news.,ACT I,SCENE V,96710,THE TRAGEDY OF MACBETH
LADY MACBETH,The raven himself is hoarse,ACT I,SCENE V,96714,THE TRAGEDY OF MACBETH
LADY MACBETH,That croaks the fatal entrance of Duncan,ACT I,SCENE V,96715,THE TRAGEDY OF MACBETH
LADY MACBETH,"Under my battlements. Come, you spirits",ACT I,SCENE V,96716,THE TRAGEDY OF MACBETH
LADY MACBETH,"That tend on mortal thoughts, unsex me here,",ACT I,SCENE V,96717,THE TRAGEDY OF MACBETH
LADY MACBETH,"And fill me, from the crown to the toe, top-full",ACT I,SCENE V,96718,THE TRAGEDY OF MACBETH
LADY MACBETH,"Of direst cruelty! make thick my blood,",ACT I,SCENE V,96719,THE TRAGEDY OF MACBETH
LADY MACBETH,"Stop up th’ access and passage to remorse,",ACT I,SCENE V,96720,THE TRAGEDY OF MACBETH
LADY MACBETH,That no compunctious visitings of nature,ACT I,SCENE V,96721,THE TRAGEDY OF MACBETH
LADY MACBETH,"Shake my fell purpose, nor keep peace between",ACT I,SCENE V,96722,THE TRAGEDY OF MACBETH
LADY MACBETH,"Th’ effect and it! Come to my woman’s breasts,",ACT I,SCENE V,96723,THE TRAGEDY OF MACBETH
LADY MACBETH,"And take my milk for gall, your murd’ring ministers,",ACT I,SCENE V,96724,THE TRAGEDY OF MACBETH
LADY MACBETH,Wherever in your sightless substances,ACT I,SCENE V,96725,THE TRAGEDY OF MACBETH
LADY MACBETH,"You wait on nature’s mischief! Come, thick night,",ACT I,SCENE V,96726,THE TRAGEDY OF MACBETH
LADY MACBETH,And pall thee in the dunnest smoke of hell,ACT I,SCENE V,96727,THE TRAGEDY OF MACBETH
LADY MACBETH,"That my keen knife see not the wound it makes,",ACT I,SCENE V,96728,THE TRAGEDY OF MACBETH
LADY MACBETH,Nor heaven peep through the blanket of the dark,ACT I,SCENE V,96729,THE TRAGEDY OF MACBETH
LADY MACBETH,"To cry, “Hold, hold!”",ACT I,SCENE V,96730,THE TRAGEDY OF MACBETH
LADY MACBETH,Enter Macbeth.,ACT I,SCENE V,96732,THE TRAGEDY OF MACBETH
LADY MACBETH,"Great Glamis, worthy Cawdor!",ACT I,SCENE V,96734,THE TRAGEDY OF MACBETH
LADY MACBETH,"Greater than both, by the all-hail hereafter!",ACT I,SCENE V,96735,THE TRAGEDY OF MACBETH
LADY MACBETH,Thy letters have transported me beyond,ACT I,SCENE V,96736,THE TRAGEDY OF MACBETH
LADY MACBETH,"This ignorant present, and I feel now",ACT I,SCENE V,96737,THE TRAGEDY OF MACBETH
LADY MACBETH,The future in the instant.,ACT I,SCENE V,96738,THE TRAGEDY OF MACBETH
MACBETH,"My dearest love,",ACT I,SCENE V,96741,THE TRAGEDY OF MACBETH
MACBETH,Duncan comes here tonight.,ACT I,SCENE V,96742,THE TRAGEDY OF MACBETH
LADY MACBETH,And when goes hence?,ACT I,SCENE V,96745,THE TRAGEDY OF MACBETH
MACBETH,"Tomorrow, as he purposes.",ACT I,SCENE V,96748,THE TRAGEDY OF MACBETH
LADY MACBETH,"O, never",ACT I,SCENE V,96751,THE TRAGEDY OF MACBETH
LADY MACBETH,Shall sun that morrow see!,ACT I,SCENE V,96752,THE TRAGEDY OF MACBETH
LADY MACBETH,"Your face, my thane, is as a book where men",ACT I,SCENE V,96753,THE TRAGEDY OF MACBETH
LADY MACBETH,"May read strange matters. To beguile the time,",ACT I,SCENE V,96754,THE TRAGEDY OF MACBETH
LADY MACBETH,"Look like the time; bear welcome in your eye,",ACT I,SCENE V,96755,THE TRAGEDY OF MACBETH
LADY MACBETH,"Your hand, your tongue: look like the innocent flower,",ACT I,SCENE V,96756,THE TRAGEDY OF MACBETH
LADY MACBETH,But be the serpent under’t. He that’s coming,ACT I,SCENE V,96757,THE TRAGEDY OF MACBETH
LADY MACBETH,Must be provided for; and you shall put,ACT I,SCENE V,96758,THE TRAGEDY OF MACBETH
LADY MACBETH,This night’s great business into my dispatch;,ACT I,SCENE V,96759,THE TRAGEDY OF MACBETH
LADY MACBETH,Which shall to all our nights and days to come,ACT I,SCENE V,96760,THE TRAGEDY OF MACBETH
LADY MACBETH,Give solely sovereign sway and masterdom.,ACT I,SCENE V,96761,THE TRAGEDY OF MACBETH
MACBETH,We will speak further.,ACT I,SCENE V,96764,THE TRAGEDY OF MACBETH
LADY MACBETH,Only look up clear;,ACT I,SCENE V,96767,THE TRAGEDY OF MACBETH
LADY MACBETH,To alter favour ever is to fear.,ACT I,SCENE V,96768,THE TRAGEDY OF MACBETH
LADY MACBETH,Leave all the rest to me.,ACT I,SCENE V,96769,THE TRAGEDY OF MACBETH
LADY MACBETH,Hautboys. Servants of Macbeth attending.,ACT I,SCENE VI,96775,THE TRAGEDY OF MACBETH
LADY MACBETH,"Enter Duncan, Malcolm, Donalbain, Banquo, Lennox, Macduff, Ross, Angus",ACT I,SCENE VI,96777,THE TRAGEDY OF MACBETH
LADY MACBETH,and Attendants.,ACT I,SCENE VI,96778,THE TRAGEDY OF MACBETH
DUNCAN,This castle hath a pleasant seat. The air,ACT I,SCENE VI,96781,THE TRAGEDY OF MACBETH
DUNCAN,Nimbly and sweetly recommends itself,ACT I,SCENE VI,96782,THE TRAGEDY OF MACBETH
DUNCAN,Unto our gentle senses.,ACT I,SCENE VI,96783,THE TRAGEDY OF MACBETH
BANQUO,"This guest of summer,",ACT I,SCENE VI,96786,THE TRAGEDY OF MACBETH
BANQUO,"The temple-haunting martlet, does approve,",ACT I,SCENE VI,96787,THE TRAGEDY OF MACBETH
BANQUO,"By his loved mansionry, that the heaven’s breath",ACT I,SCENE VI,96788,THE TRAGEDY OF MACBETH
BANQUO,"Smells wooingly here: no jutty, frieze,",ACT I,SCENE VI,96789,THE TRAGEDY OF MACBETH
BANQUO,"Buttress, nor coign of vantage, but this bird",ACT I,SCENE VI,96790,THE TRAGEDY OF MACBETH
BANQUO,hath made his pendant bed and procreant cradle.,ACT I,SCENE VI,96791,THE TRAGEDY OF MACBETH
BANQUO,"Where they most breed and haunt, I have observ’d",ACT I,SCENE VI,96792,THE TRAGEDY OF MACBETH
BANQUO,The air is delicate.,ACT I,SCENE VI,96793,THE TRAGEDY OF MACBETH
BANQUO,Enter Lady Macbeth.,ACT I,SCENE VI,96795,THE TRAGEDY OF MACBETH
DUNCAN,"See, see, our honour’d hostess!—",ACT I,SCENE VI,96798,THE TRAGEDY OF MACBETH
DUNCAN,"The love that follows us sometime is our trouble,",ACT I,SCENE VI,96799,THE TRAGEDY OF MACBETH
DUNCAN,Which still we thank as love. Herein I teach you,ACT I,SCENE VI,96800,THE TRAGEDY OF MACBETH
DUNCAN,"How you shall bid God ’ild us for your pains,",ACT I,SCENE VI,96801,THE TRAGEDY OF MACBETH
DUNCAN,And thank us for your trouble.,ACT I,SCENE VI,96802,THE TRAGEDY OF MACBETH
LADY MACBETH,"All our service,",ACT I,SCENE VI,96805,THE TRAGEDY OF MACBETH
LADY MACBETH,"In every point twice done, and then done double,",ACT I,SCENE VI,96806,THE TRAGEDY OF MACBETH
LADY MACBETH,Were poor and single business to contend,ACT I,SCENE VI,96807,THE TRAGEDY OF MACBETH
LADY MACBETH,Against those honours deep and broad wherewith,ACT I,SCENE VI,96808,THE TRAGEDY OF MACBETH
LADY MACBETH,"Your Majesty loads our house: for those of old,",ACT I,SCENE VI,96809,THE TRAGEDY OF MACBETH
LADY MACBETH,"And the late dignities heap’d up to them,",ACT I,SCENE VI,96810,THE TRAGEDY OF MACBETH
LADY MACBETH,We rest your hermits.,ACT I,SCENE VI,96811,THE TRAGEDY OF MACBETH
DUNCAN,Where’s the Thane of Cawdor?,ACT I,SCENE VI,96814,THE TRAGEDY OF MACBETH
DUNCAN,"We cours’d him at the heels, and had a purpose",ACT I,SCENE VI,96815,THE TRAGEDY OF MACBETH
DUNCAN,To be his purveyor: but he rides well;,ACT I,SCENE VI,96816,THE TRAGEDY OF MACBETH
DUNCAN,"And his great love, sharp as his spur, hath holp him",ACT I,SCENE VI,96817,THE TRAGEDY OF MACBETH
DUNCAN,"To his home before us. Fair and noble hostess,",ACT I,SCENE VI,96818,THE TRAGEDY OF MACBETH
DUNCAN,We are your guest tonight.,ACT I,SCENE VI,96819,THE TRAGEDY OF MACBETH
LADY MACBETH,Your servants ever,ACT I,SCENE VI,96822,THE TRAGEDY OF MACBETH
LADY MACBETH,"Have theirs, themselves, and what is theirs, in compt,",ACT I,SCENE VI,96823,THE TRAGEDY OF MACBETH
LADY MACBETH,"To make their audit at your Highness’ pleasure,",ACT I,SCENE VI,96824,THE TRAGEDY OF MACBETH
LADY MACBETH,Still to return your own.,ACT I,SCENE VI,96825,THE TRAGEDY OF MACBETH
DUNCAN,Give me your hand;,ACT I,SCENE VI,96828,THE TRAGEDY OF MACBETH
DUNCAN,"Conduct me to mine host: we love him highly,",ACT I,SCENE VI,96829,THE TRAGEDY OF MACBETH
DUNCAN,And shall continue our graces towards him.,ACT I,SCENE VI,96830,THE TRAGEDY OF MACBETH
DUNCAN,"By your leave, hostess.",ACT I,SCENE VI,96831,THE TRAGEDY OF MACBETH
DUNCAN,"Hautboys and torches. Enter, and pass over, a Sewer and divers",ACT I,SCENE VII,96837,THE TRAGEDY OF MACBETH
DUNCAN,Servants with dishes and service. Then enter Macbeth.,ACT I,SCENE VII,96838,THE TRAGEDY OF MACBETH
MACBETH,"If it were done when ’tis done, then ’twere well",ACT I,SCENE VII,96841,THE TRAGEDY OF MACBETH
MACBETH,It were done quickly. If th’ assassination,ACT I,SCENE VII,96842,THE TRAGEDY OF MACBETH
MACBETH,"Could trammel up the consequence, and catch",ACT I,SCENE VII,96843,THE TRAGEDY OF MACBETH
MACBETH,With his surcease success; that but this blow,ACT I,SCENE VII,96844,THE TRAGEDY OF MACBETH
MACBETH,"Might be the be-all and the end-all—here,",ACT I,SCENE VII,96845,THE TRAGEDY OF MACBETH
MACBETH,"But here, upon this bank and shoal of time,",ACT I,SCENE VII,96846,THE TRAGEDY OF MACBETH
MACBETH,We’d jump the life to come. But in these cases,ACT I,SCENE VII,96847,THE TRAGEDY OF MACBETH
MACBETH,We still have judgement here; that we but teach,ACT I,SCENE VII,96848,THE TRAGEDY OF MACBETH
MACBETH,"Bloody instructions, which being taught, return",ACT I,SCENE VII,96849,THE TRAGEDY OF MACBETH
MACBETH,To plague th’ inventor. This even-handed justice,ACT I,SCENE VII,96850,THE TRAGEDY OF MACBETH
MACBETH,Commends th’ ingredience of our poison’d chalice,ACT I,SCENE VII,96851,THE TRAGEDY OF MACBETH
MACBETH,To our own lips. He’s here in double trust:,ACT I,SCENE VII,96852,THE TRAGEDY OF MACBETH
MACBETH,"First, as I am his kinsman and his subject,",ACT I,SCENE VII,96853,THE TRAGEDY OF MACBETH
MACBETH,"Strong both against the deed; then, as his host,",ACT I,SCENE VII,96854,THE TRAGEDY OF MACBETH
MACBETH,"Who should against his murderer shut the door,",ACT I,SCENE VII,96855,THE TRAGEDY OF MACBETH
MACBETH,"Not bear the knife myself. Besides, this Duncan",ACT I,SCENE VII,96856,THE TRAGEDY OF MACBETH
MACBETH,"Hath borne his faculties so meek, hath been",ACT I,SCENE VII,96857,THE TRAGEDY OF MACBETH
MACBETH,"So clear in his great office, that his virtues",ACT I,SCENE VII,96858,THE TRAGEDY OF MACBETH
MACBETH,"Will plead like angels, trumpet-tongued, against",ACT I,SCENE VII,96859,THE TRAGEDY OF MACBETH
MACBETH,The deep damnation of his taking-off;,ACT I,SCENE VII,96860,THE TRAGEDY OF MACBETH
MACBETH,"And pity, like a naked new-born babe,",ACT I,SCENE VII,96861,THE TRAGEDY OF MACBETH
MACBETH,"Striding the blast, or heaven’s cherubin, hors’d",ACT I,SCENE VII,96862,THE TRAGEDY OF MACBETH
MACBETH,"Upon the sightless couriers of the air,",ACT I,SCENE VII,96863,THE TRAGEDY OF MACBETH
MACBETH,"Shall blow the horrid deed in every eye,",ACT I,SCENE VII,96864,THE TRAGEDY OF MACBETH
MACBETH,That tears shall drown the wind.—I have no spur,ACT I,SCENE VII,96865,THE TRAGEDY OF MACBETH
MACBETH,"To prick the sides of my intent, but only",ACT I,SCENE VII,96866,THE TRAGEDY OF MACBETH
MACBETH,"Vaulting ambition, which o’erleaps itself",ACT I,SCENE VII,96867,THE TRAGEDY OF MACBETH
MACBETH,And falls on th’ other—,ACT I,SCENE VII,96868,THE TRAGEDY OF MACBETH
MACBETH,Enter Lady Macbeth.,ACT I,SCENE VII,96870,THE TRAGEDY OF MACBETH
MACBETH,How now! what news?,ACT I,SCENE VII,96872,THE TRAGEDY OF MACBETH
LADY MACBETH,He has almost supp’d. Why have you left the chamber?,ACT I,SCENE VII,96875,THE TRAGEDY OF MACBETH
MACBETH,Hath he ask’d for me?,ACT I,SCENE VII,96878,THE TRAGEDY OF MACBETH
LADY MACBETH,Know you not he has?,ACT I,SCENE VII,96881,THE TRAGEDY OF MACBETH
MACBETH,We will proceed no further in this business:,ACT I,SCENE VII,96884,THE TRAGEDY OF MACBETH
MACBETH,He hath honour’d me of late; and I have bought,ACT I,SCENE VII,96885,THE TRAGEDY OF MACBETH
MACBETH,"Golden opinions from all sorts of people,",ACT I,SCENE VII,96886,THE TRAGEDY OF MACBETH
MACBETH,"Which would be worn now in their newest gloss,",ACT I,SCENE VII,96887,THE TRAGEDY OF MACBETH
MACBETH,Not cast aside so soon.,ACT I,SCENE VII,96888,THE TRAGEDY OF MACBETH
LADY MACBETH,Was the hope drunk,ACT I,SCENE VII,96891,THE TRAGEDY OF MACBETH
LADY MACBETH,Wherein you dress’d yourself? Hath it slept since?,ACT I,SCENE VII,96892,THE TRAGEDY OF MACBETH
LADY MACBETH,"And wakes it now, to look so green and pale",ACT I,SCENE VII,96893,THE TRAGEDY OF MACBETH
LADY MACBETH,At what it did so freely? From this time,ACT I,SCENE VII,96894,THE TRAGEDY OF MACBETH
LADY MACBETH,Such I account thy love. Art thou afeard,ACT I,SCENE VII,96895,THE TRAGEDY OF MACBETH
LADY MACBETH,To be the same in thine own act and valour,ACT I,SCENE VII,96896,THE TRAGEDY OF MACBETH
LADY MACBETH,As thou art in desire? Wouldst thou have that,ACT I,SCENE VII,96897,THE TRAGEDY OF MACBETH
LADY MACBETH,"Which thou esteem’st the ornament of life,",ACT I,SCENE VII,96898,THE TRAGEDY OF MACBETH
LADY MACBETH,"And live a coward in thine own esteem,",ACT I,SCENE VII,96899,THE TRAGEDY OF MACBETH
LADY MACBETH,"Letting “I dare not” wait upon “I would,”",ACT I,SCENE VII,96900,THE TRAGEDY OF MACBETH
LADY MACBETH,Like the poor cat i’ th’ adage?,ACT I,SCENE VII,96901,THE TRAGEDY OF MACBETH
MACBETH,"Pr’ythee, peace!",ACT I,SCENE VII,96904,THE TRAGEDY OF MACBETH
MACBETH,I dare do all that may become a man;,ACT I,SCENE VII,96905,THE TRAGEDY OF MACBETH
MACBETH,Who dares do more is none.,ACT I,SCENE VII,96906,THE TRAGEDY OF MACBETH
LADY MACBETH,"What beast was’t, then,",ACT I,SCENE VII,96909,THE TRAGEDY OF MACBETH
LADY MACBETH,That made you break this enterprise to me?,ACT I,SCENE VII,96910,THE TRAGEDY OF MACBETH
LADY MACBETH,"When you durst do it, then you were a man;",ACT I,SCENE VII,96911,THE TRAGEDY OF MACBETH
LADY MACBETH,"And, to be more than what you were, you would",ACT I,SCENE VII,96912,THE TRAGEDY OF MACBETH
LADY MACBETH,Be so much more the man. Nor time nor place,ACT I,SCENE VII,96913,THE TRAGEDY OF MACBETH
LADY MACBETH,"Did then adhere, and yet you would make both:",ACT I,SCENE VII,96914,THE TRAGEDY OF MACBETH
LADY MACBETH,"They have made themselves, and that their fitness now",ACT I,SCENE VII,96915,THE TRAGEDY OF MACBETH
LADY MACBETH,"Does unmake you. I have given suck, and know",ACT I,SCENE VII,96916,THE TRAGEDY OF MACBETH
LADY MACBETH,How tender ’tis to love the babe that milks me:,ACT I,SCENE VII,96917,THE TRAGEDY OF MACBETH
LADY MACBETH,"I would, while it was smiling in my face,",ACT I,SCENE VII,96918,THE TRAGEDY OF MACBETH
LADY MACBETH,Have pluck’d my nipple from his boneless gums,ACT I,SCENE VII,96919,THE TRAGEDY OF MACBETH
LADY MACBETH,"And dash’d the brains out, had I so sworn as you",ACT I,SCENE VII,96920,THE TRAGEDY OF MACBETH
LADY MACBETH,Have done to this.,ACT I,SCENE VII,96921,THE TRAGEDY OF MACBETH
MACBETH,If we should fail?,ACT I,SCENE VII,96924,THE TRAGEDY OF MACBETH
LADY MACBETH,We fail?,ACT I,SCENE VII,96927,THE TRAGEDY OF MACBETH
LADY MACBETH,"But screw your courage to the sticking-place,",ACT I,SCENE VII,96928,THE TRAGEDY OF MACBETH
LADY MACBETH,And we’ll not fail. When Duncan is asleep,ACT I,SCENE VII,96929,THE TRAGEDY OF MACBETH
LADY MACBETH,(Whereto the rather shall his day’s hard journey,ACT I,SCENE VII,96930,THE TRAGEDY OF MACBETH
LADY MACBETH,"Soundly invite him), his two chamberlains",ACT I,SCENE VII,96931,THE TRAGEDY OF MACBETH
LADY MACBETH,Will I with wine and wassail so convince,ACT I,SCENE VII,96932,THE TRAGEDY OF MACBETH
LADY MACBETH,"That memory, the warder of the brain,",ACT I,SCENE VII,96933,THE TRAGEDY OF MACBETH
LADY MACBETH,"Shall be a fume, and the receipt of reason",ACT I,SCENE VII,96934,THE TRAGEDY OF MACBETH
LADY MACBETH,A limbeck only: when in swinish sleep,ACT I,SCENE VII,96935,THE TRAGEDY OF MACBETH
LADY MACBETH,"Their drenched natures lie as in a death,",ACT I,SCENE VII,96936,THE TRAGEDY OF MACBETH
LADY MACBETH,What cannot you and I perform upon,ACT I,SCENE VII,96937,THE TRAGEDY OF MACBETH
LADY MACBETH,Th’ unguarded Duncan? what not put upon,ACT I,SCENE VII,96938,THE TRAGEDY OF MACBETH
LADY MACBETH,His spongy officers; who shall bear the guilt,ACT I,SCENE VII,96939,THE TRAGEDY OF MACBETH
LADY MACBETH,Of our great quell?,ACT I,SCENE VII,96940,THE TRAGEDY OF MACBETH
MACBETH,Bring forth men-children only;,ACT I,SCENE VII,96943,THE TRAGEDY OF MACBETH
MACBETH,For thy undaunted mettle should compose,ACT I,SCENE VII,96944,THE TRAGEDY OF MACBETH
MACBETH,"Nothing but males. Will it not be receiv’d,",ACT I,SCENE VII,96945,THE TRAGEDY OF MACBETH
MACBETH,When we have mark’d with blood those sleepy two,ACT I,SCENE VII,96946,THE TRAGEDY OF MACBETH
MACBETH,"Of his own chamber, and us’d their very daggers,",ACT I,SCENE VII,96947,THE TRAGEDY OF MACBETH
MACBETH,That they have done’t?,ACT I,SCENE VII,96948,THE TRAGEDY OF MACBETH
LADY MACBETH,"Who dares receive it other,",ACT I,SCENE VII,96951,THE TRAGEDY OF MACBETH
LADY MACBETH,As we shall make our griefs and clamour roar,ACT I,SCENE VII,96952,THE TRAGEDY OF MACBETH
LADY MACBETH,Upon his death?,ACT I,SCENE VII,96953,THE TRAGEDY OF MACBETH
MACBETH,"I am settled, and bend up",ACT I,SCENE VII,96956,THE TRAGEDY OF MACBETH
MACBETH,Each corporal agent to this terrible feat.,ACT I,SCENE VII,96957,THE TRAGEDY OF MACBETH
MACBETH,"Away, and mock the time with fairest show:",ACT I,SCENE VII,96958,THE TRAGEDY OF MACBETH
MACBETH,False face must hide what the false heart doth know.,ACT I,SCENE VII,96959,THE TRAGEDY OF MACBETH
MACBETH,Enter Banquo and Fleance with a torch before him.,ACT II,SCENE I,96968,THE TRAGEDY OF MACBETH
BANQUO,"How goes the night, boy?",ACT II,SCENE I,96971,THE TRAGEDY OF MACBETH
FLEANCE,The moon is down; I have not heard the clock.,ACT II,SCENE I,96974,THE TRAGEDY OF MACBETH
BANQUO,And she goes down at twelve.,ACT II,SCENE I,96977,THE TRAGEDY OF MACBETH
FLEANCE,"I take’t, ’tis later, sir.",ACT II,SCENE I,96980,THE TRAGEDY OF MACBETH
BANQUO,"Hold, take my sword.—There’s husbandry in heaven;",ACT II,SCENE I,96983,THE TRAGEDY OF MACBETH
BANQUO,Their candles are all out. Take thee that too.,ACT II,SCENE I,96984,THE TRAGEDY OF MACBETH
BANQUO,"A heavy summons lies like lead upon me,",ACT II,SCENE I,96985,THE TRAGEDY OF MACBETH
BANQUO,"And yet I would not sleep. Merciful powers,",ACT II,SCENE I,96986,THE TRAGEDY OF MACBETH
BANQUO,Restrain in me the cursed thoughts that nature,ACT II,SCENE I,96987,THE TRAGEDY OF MACBETH
BANQUO,Gives way to in repose!,ACT II,SCENE I,96988,THE TRAGEDY OF MACBETH
BANQUO,Enter Macbeth and a Servant with a torch.,ACT II,SCENE I,96990,THE TRAGEDY OF MACBETH
