character,text,act,scene,line_number,play
POET,In a wide sea of wax. No levelled malice,ACT I,SCENE I,157547,THE LIFE OF TIMON OF ATHENS
POET,"Infects one comma in the course I hold,",ACT I,SCENE I,157548,THE LIFE OF TIMON OF ATHENS
POET,"But flies an eagle flight, bold and forth on,",ACT I,SCENE I,157549,THE LIFE OF TIMON OF ATHENS
POET,Leaving no tract behind.,ACT I,SCENE I,157550,THE LIFE OF TIMON OF ATHENS
PAINTER,How shall I understand you?,ACT I,SCENE I,157553,THE LIFE OF TIMON OF ATHENS
POET,I will unbolt to you.,ACT I,SCENE I,157556,THE LIFE OF TIMON OF ATHENS
POET,"You see how all conditions, how all minds,",ACT I,SCENE I,157557,THE LIFE OF TIMON OF ATHENS
POET,As well of glib and slipp’ry creatures as,ACT I,SCENE I,157558,THE LIFE OF TIMON OF ATHENS
POET,"Of grave and austere quality, tender down",ACT I,SCENE I,157559,THE LIFE OF TIMON OF ATHENS
POET,"Their services to Lord Timon. His large fortune,",ACT I,SCENE I,157560,THE LIFE OF TIMON OF ATHENS
POET,"Upon his good and gracious nature hanging,",ACT I,SCENE I,157561,THE LIFE OF TIMON OF ATHENS
POET,Subdues and properties to his love and tendance,ACT I,SCENE I,157562,THE LIFE OF TIMON OF ATHENS
POET,"All sorts of hearts; yea, from the glass-faced flatterer",ACT I,SCENE I,157563,THE LIFE OF TIMON OF ATHENS
POET,"To Apemantus, that few things loves better",ACT I,SCENE I,157564,THE LIFE OF TIMON OF ATHENS
POET,Than to abhor himself; even he drops down,ACT I,SCENE I,157565,THE LIFE OF TIMON OF ATHENS
POET,The knee before him and returns in peace,ACT I,SCENE I,157566,THE LIFE OF TIMON OF ATHENS
POET,Most rich in Timon’s nod.,ACT I,SCENE I,157567,THE LIFE OF TIMON OF ATHENS
PAINTER,I saw them speak together.,ACT I,SCENE I,157570,THE LIFE OF TIMON OF ATHENS
POET,"Sir, I have upon a high and pleasant hill",ACT I,SCENE I,157573,THE LIFE OF TIMON OF ATHENS
POET,Feigned Fortune to be throned. The base o’ th’ mount,ACT I,SCENE I,157574,THE LIFE OF TIMON OF ATHENS
POET,"Is ranked with all deserts, all kind of natures",ACT I,SCENE I,157575,THE LIFE OF TIMON OF ATHENS
POET,That labour on the bosom of this sphere,ACT I,SCENE I,157576,THE LIFE OF TIMON OF ATHENS
POET,To propagate their states. Amongst them all,ACT I,SCENE I,157577,THE LIFE OF TIMON OF ATHENS
POET,"Whose eyes are on this sovereign lady fixed,",ACT I,SCENE I,157578,THE LIFE OF TIMON OF ATHENS
POET,"One do I personate of Lord Timon’s frame,",ACT I,SCENE I,157579,THE LIFE OF TIMON OF ATHENS
POET,"Whom Fortune with her ivory hand wafts to her,",ACT I,SCENE I,157580,THE LIFE OF TIMON OF ATHENS
POET,Whose present grace to present slaves and servants,ACT I,SCENE I,157581,THE LIFE OF TIMON OF ATHENS
